1,3
2,1
3,3
4,3
5,2
6,0
7,2
8,2
9,2
10,1
11,1
12,4
13,2
14,3
15,1
16,4
17,2
18,3
19,0
20,2
21,2
22,2
23,1
24,2
25,3
26,3
27,3
28,2
29,2
30,3
31,3
32,2
33,3
34,1
35,4
36,3
37,1
38,1
39,3
40,1
41,4
42,2
43,2
44,3
45,1
46,1
47,2
48,1
49,1
50,0
51,3
52,0
53,1
54,1
55,1
56,2
57,4
58,1
59,2
60,3
61,3
62,1
63,1
64,1
65,3
66,0
67,4
68,3
69,0
70,3
71,1
72,3
73,3
74,2
75,2
76,4
77,0
78,2
79,1
80,1
81,4
82,1
83,0
84,0
85,1
86,0
87,3
88,4
89,3
90,1
91,0
92,0
93,3
94,3
95,0
96,1
97,3
98,3
99,2
100,2
