0	8.470752220671778e-17
1	0.0014915205724075045
2	0.023763401972640864
3	0.01993834915366914
4	0.030713749570171794
5	0.01993834915366914
6	0.03877039276643942
7	0.03877039276643942
8	0.01993834915366914
9	0.026888697436866435
10	0.01588625074857242
11	0.008056648338765482
12	0.022391336435039964
13	0.026888697436866435
14	0.026888697436866435
15	0.05447712583034536
16	0.026888697436866435
17	0.026888697436866435
18	0.02869475221879209
19	0.026888697436866435
20	0.03877039276643942
21	0.05447712583034536
22	0.025254922077548304
23	0.026888697436866435
24	0.026888697436866435
25	0.022391336435039964
26	0.030713749570171794
27	0.02869475221879209
28	0.025254922077548304
29	0.02112100212839468
30	0.026888697436866435
31	0.026888697436866435
32	0.04259544284274713
33	0.022391336435039964
34	0.022391336435039964
35	0.030713749570171794
36	0.02112100212839468
37	0.022391336435039964
